organism,organ,assay,dataset_title,cell_type,count
Callithrix jacchus,temporal lobe,10x 3' v3,cortex.ASTROCYTES,astrocyte,5341
Callithrix jacchus,temporal lobe,10x 3' v3,cortex.GAD.all,GABAergic neuron,9328
Callithrix jacchus,temporal lobe,10x 3' v3,cortex.GLUT.all,glutamatergic neuron,37849
Callithrix jacchus,temporal lobe,10x 3' v3,cortex.OLIGO,oligodendrocyte,5078
Callithrix jacchus,thalamic complex,10x 3' v3,all.ASTROCYTES.comp,astrocyte,1272
Callithrix jacchus,thalamic complex,10x 3' v3,all.ENDOTHELIA.nocbm,endothelial cell,649
Callithrix jacchus,thalamic complex,10x 3' v3,all.EPENDYMA.comp,ependymal cell,794
Callithrix jacchus,thalamic complex,10x 3' v3,all.MICROGLIA_MACROPHAGE.comp,microglial cell,1335
Callithrix jacchus,thalamic complex,10x 3' v3,all.OLIGO_OPC.comp,oligodendrocyte,4772
Callithrix jacchus,thalamic complex,10x 3' v3,thalamus.NEURONS,neuron,5912
Callithrix jacchus,ventral lateral nucleus of thalamus,10x 3' v3,all.ASTROCYTES.comp,astrocyte,2482
Callithrix jacchus,ventral lateral nucleus of thalamus,10x 3' v3,all.ENDOTHELIA.nocbm,endothelial cell,544
Callithrix jacchus,ventral lateral nucleus of thalamus,10x 3' v3,all.EPENDYMA.comp,ependymal cell,1187
Callithrix jacchus,ventral lateral nucleus of thalamus,10x 3' v3,all.MICROGLIA_MACROPHAGE.comp,microglial cell,743
Callithrix jacchus,ventral lateral nucleus of thalamus,10x 3' v3,all.OLIGO_OPC.comp,oligodendrocyte,6385
Callithrix jacchus,ventral lateral nucleus of thalamus,10x 3' v3,thalamus.NEURONS,neuron,3673
Callithrix jacchus,ventral thalamus,10x 3' v3,all.ASTROCYTES.comp,astrocyte,1543
Callithrix jacchus,ventral thalamus,10x 3' v3,all.ENDOTHELIA.nocbm,endothelial cell,836
Callithrix jacchus,ventral thalamus,10x 3' v3,all.EPENDYMA.comp,ependymal cell,1
Callithrix jacchus,ventral thalamus,10x 3' v3,all.MICROGLIA_MACROPHAGE.comp,microglial cell,326
Callithrix jacchus,ventral thalamus,10x 3' v3,all.OLIGO_OPC.comp,oligodendrocyte,3901
Callithrix jacchus,ventral thalamus,10x 3' v3,thalamus.NEURONS,neuron,3699
Homo sapiens,Brodmann (1909) area 10,10x multiome,snMultiome data of the developing human neocortex,Cajal-Retzius cell,45
Homo sapiens,Brodmann (1909) area 10,10x multiome,snMultiome data of the developing human neocortex,GABAergic neuron,233
Homo sapiens,Brodmann (1909) area 10,10x multiome,snMultiome data of the developing human neocortex,L2/3 intratelencephalic projecting glutamatergic neuron,3287
Homo sapiens,Brodmann (1909) area 10,10x multiome,snMultiome data of the developing human neocortex,L4 intratelencephalic projecting glutamatergic neuron,4668
Homo sapiens,Brodmann (1909) area 10,10x multiome,snMultiome data of the developing human neocortex,L5 extratelencephalic projecting glutamatergic cortical neuron,96
Homo sapiens,Brodmann (1909) area 10,10x multiome,snMultiome data of the developing human neocortex,L5 intratelencephalic projecting glutamatergic neuron,4005
Homo sapiens,Brodmann (1909) area 10,10x multiome,snMultiome data of the developing human neocortex,L6 intratelencephalic projecting glutamatergic neuron,2263
Homo sapiens,Brodmann (1909) area 10,10x multiome,snMultiome data of the developing human neocortex,L6b glutamatergic cortical neuron,965
Homo sapiens,Brodmann (1909) area 10,10x multiome,snMultiome data of the developing human neocortex,VIP GABAergic cortical interneuron,1432
Homo sapiens,Brodmann (1909) area 10,10x multiome,snMultiome data of the developing human neocortex,astrocyte,2794
Homo sapiens,Brodmann (1909) area 10,10x multiome,snMultiome data of the developing human neocortex,brain vascular cell,570
Homo sapiens,Brodmann (1909) area 10,10x multiome,snMultiome data of the developing human neocortex,caudal ganglionic eminence derived cortical interneuron,858
Homo sapiens,Brodmann (1909) area 10,10x multiome,snMultiome data of the developing human neocortex,committed oligodendrocyte precursor,396
Homo sapiens,Brodmann (1909) area 10,10x multiome,snMultiome data of the developing human neocortex,corticothalamic-projecting glutamatergic cortical neuron,709
Homo sapiens,Brodmann (1909) area 10,10x multiome,snMultiome data of the developing human neocortex,forebrain radial glial cell,357
Homo sapiens,Brodmann (1909) area 10,10x multiome,snMultiome data of the developing human neocortex,glutamatergic neuron,1324
Homo sapiens,Brodmann (1909) area 10,10x multiome,snMultiome data of the developing human neocortex,immature astrocyte,1980
Homo sapiens,Brodmann (1909) area 10,10x multiome,snMultiome data of the developing human neocortex,intratelencephalic-projecting glutamatergic cortical neuron,3427
Homo sapiens,Brodmann (1909) area 10,10x multiome,snMultiome data of the developing human neocortex,lamp5 GABAergic cortical interneuron,769
Homo sapiens,Brodmann (1909) area 10,10x multiome,snMultiome data of the developing human neocortex,medial ganglionic eminence derived GABAergic cortical interneuron,338
Homo sapiens,Brodmann (1909) area 10,10x multiome,snMultiome data of the developing human neocortex,microglial cell,1434
Homo sapiens,Brodmann (1909) area 10,10x multiome,snMultiome data of the developing human neocortex,near-projecting glutamatergic cortical neuron,477
Homo sapiens,Brodmann (1909) area 10,10x multiome,snMultiome data of the developing human neocortex,neural progenitor cell,620
Homo sapiens,Brodmann (1909) area 10,10x multiome,snMultiome data of the developing human neocortex,oligodendrocyte,646
Homo sapiens,Brodmann (1909) area 10,10x multiome,snMultiome data of the developing human neocortex,oligodendrocyte precursor cell,3385
Homo sapiens,Brodmann (1909) area 10,10x multiome,snMultiome data of the developing human neocortex,pvalb GABAergic cortical interneuron,2431
Homo sapiens,Brodmann (1909) area 10,10x multiome,snMultiome data of the developing human neocortex,sncg GABAergic cortical interneuron,377
Homo sapiens,Brodmann (1909) area 10,10x multiome,snMultiome data of the developing human neocortex,sst GABAergic cortical interneuron,2819
Homo sapiens,Brodmann (1909) area 10,10x multiome,snMultiome data of the developing human neocortex,unknown,132
Homo sapiens,Brodmann (1909) area 17,10x 3' v3,Excitatory,glutamatergic neuron,17562
Homo sapiens,Brodmann (1909) area 17,10x 3' v3,Inhibitory,GABAergic neuron,2603
Homo sapiens,Brodmann (1909) area 17,10x 3' v3,all cells,GABAergic neuron,2603
Homo sapiens,Brodmann (1909) area 17,10x 3' v3,all cells,astrocyte,820
Homo sapiens,Brodmann (1909) area 17,10x 3' v3,all cells,blood vessel endothelial cell,4
Homo sapiens,Brodmann (1909) area 17,10x 3' v3,all cells,glutamatergic neuron,17562
Homo sapiens,Brodmann (1909) area 17,10x 3' v3,all cells,microglial cell,181
Homo sapiens,Brodmann (1909) area 17,10x 3' v3,all cells,oligodendrocyte,1472
Homo sapiens,Brodmann (1909) area 17,10x 3' v3,all cells,oligodendrocyte precursor cell,255
Homo sapiens,Brodmann (1909) area 17,10x multiome,snMultiome data of the developing human neocortex,Cajal-Retzius cell,100
Homo sapiens,Brodmann (1909) area 17,10x multiome,snMultiome data of the developing human neocortex,GABAergic neuron,14
Homo sapiens,Brodmann (1909) area 17,10x multiome,snMultiome data of the developing human neocortex,L2/3 intratelencephalic projecting glutamatergic neuron,5520
Homo sapiens,Brodmann (1909) area 17,10x multiome,snMultiome data of the developing human neocortex,L4 intratelencephalic projecting glutamatergic neuron,11779
Homo sapiens,Brodmann (1909) area 17,10x multiome,snMultiome data of the developing human neocortex,L5 extratelencephalic projecting glutamatergic cortical neuron,7
Homo sapiens,Brodmann (1909) area 17,10x multiome,snMultiome data of the developing human neocortex,L5 intratelencephalic projecting glutamatergic neuron,3435
Homo sapiens,Brodmann (1909) area 17,10x multiome,snMultiome data of the developing human neocortex,L6 intratelencephalic projecting glutamatergic neuron,1319
Homo sapiens,Brodmann (1909) area 17,10x multiome,snMultiome data of the developing human neocortex,L6b glutamatergic cortical neuron,244
Homo sapiens,Brodmann (1909) area 17,10x multiome,snMultiome data of the developing human neocortex,VIP GABAergic cortical interneuron,1597
Homo sapiens,Brodmann (1909) area 17,10x multiome,snMultiome data of the developing human neocortex,astrocyte,2655
Homo sapiens,Brodmann (1909) area 17,10x multiome,snMultiome data of the developing human neocortex,brain vascular cell,981
Homo sapiens,Brodmann (1909) area 17,10x multiome,snMultiome data of the developing human neocortex,caudal ganglionic eminence derived cortical interneuron,207
Homo sapiens,Brodmann (1909) area 17,10x multiome,snMultiome data of the developing human neocortex,committed oligodendrocyte precursor,527
Homo sapiens,Brodmann (1909) area 17,10x multiome,snMultiome data of the developing human neocortex,corticothalamic-projecting glutamatergic cortical neuron,614
Homo sapiens,Brodmann (1909) area 17,10x multiome,snMultiome data of the developing human neocortex,forebrain radial glial cell,123
Homo sapiens,Brodmann (1909) area 17,10x multiome,snMultiome data of the developing human neocortex,glutamatergic neuron,528
Homo sapiens,Brodmann (1909) area 17,10x multiome,snMultiome data of the developing human neocortex,immature astrocyte,893
Homo sapiens,Brodmann (1909) area 17,10x multiome,snMultiome data of the developing human neocortex,intratelencephalic-projecting glutamatergic cortical neuron,602
Homo sapiens,Brodmann (1909) area 17,10x multiome,snMultiome data of the developing human neocortex,lamp5 GABAergic cortical interneuron,837
Homo sapiens,Brodmann (1909) area 17,10x multiome,snMultiome data of the developing human neocortex,medial ganglionic eminence derived GABAergic cortical interneuron,95
Homo sapiens,Brodmann (1909) area 17,10x multiome,snMultiome data of the developing human neocortex,microglial cell,2156
Homo sapiens,Brodmann (1909) area 17,10x multiome,snMultiome data of the developing human neocortex,near-projecting glutamatergic cortical neuron,144
Homo sapiens,Brodmann (1909) area 17,10x multiome,snMultiome data of the developing human neocortex,neural progenitor cell,134
Homo sapiens,Brodmann (1909) area 17,10x multiome,snMultiome data of the developing human neocortex,oligodendrocyte,12363
Homo sapiens,Brodmann (1909) area 17,10x multiome,snMultiome data of the developing human neocortex,oligodendrocyte precursor cell,4357
Homo sapiens,Brodmann (1909) area 17,10x multiome,snMultiome data of the developing human neocortex,pvalb GABAergic cortical interneuron,2364
Homo sapiens,Brodmann (1909) area 17,10x multiome,snMultiome data of the developing human neocortex,sncg GABAergic cortical interneuron,342
Homo sapiens,Brodmann (1909) area 17,10x multiome,snMultiome data of the developing human neocortex,sst GABAergic cortical interneuron,2760
Homo sapiens,Brodmann (1909) area 17,10x multiome,snMultiome data of the developing human neocortex,unknown,198
Homo sapiens,Brodmann (1909) area 17,Drop-seq,Excitatory,glutamatergic neuron,33958
Homo sapiens,Brodmann (1909) area 17,Drop-seq,Inhibitory,GABAergic neuron,4961
Homo sapiens,Brodmann (1909) area 17,Drop-seq,all cells,GABAergic neuron,4961
Homo sapiens,Brodmann (1909) area 17,Drop-seq,all cells,astrocyte,941
Homo sapiens,Brodmann (1909) area 17,Drop-seq,all cells,blood vessel endothelial cell,16
Homo sapiens,Brodmann (1909) area 17,Drop-seq,all cells,glutamatergic neuron,33958
Homo sapiens,Brodmann (1909) area 17,Drop-seq,all cells,microglial cell,155
Homo sapiens,Brodmann (1909) area 17,Drop-seq,all cells,oligodendrocyte,1174
Homo sapiens,Brodmann (1909) area 17,Drop-seq,all cells,oligodendrocyte precursor cell,308
Homo sapiens,Brodmann (1909) area 4,10x 3' v2,All Cells - snRNA-seq,astrocyte,25221
Homo sapiens,Brodmann (1909) area 4,10x 3' v2,All Cells - snRNA-seq,endothelial cell of vascular tree,2994
Homo sapiens,Brodmann (1909) area 4,10x 3' v2,All Cells - snRNA-seq,glutamatergic neuron,49667
Homo sapiens,Brodmann (1909) area 4,10x 3' v2,All Cells - snRNA-seq,inhibitory interneuron,12844
Homo sapiens,Brodmann (1909) area 4,10x 3' v2,All Cells - snRNA-seq,microglial cell,3511
Homo sapiens,Brodmann (1909) area 4,10x 3' v2,All Cells - snRNA-seq,oligodendrocyte,29680
Homo sapiens,Brodmann (1909) area 4,10x 3' v2,All Cells - snRNA-seq,oligodendrocyte precursor cell,9253
Homo sapiens,Brodmann (1909) area 4,10x 3' v2,All Cells - snRNA-seq,pericyte,557
Homo sapiens,Brodmann (1909) area 4,10x 3' v3,white matter - all cells,GABAergic neuron,701
Homo sapiens,Brodmann (1909) area 4,10x 3' v3,white matter - all cells,astrocyte,796
Homo sapiens,Brodmann (1909) area 4,10x 3' v3,white matter - all cells,capillary endothelial cell,517
Homo sapiens,Brodmann (1909) area 4,10x 3' v3,white matter - all cells,central nervous system macrophage,5
Homo sapiens,Brodmann (1909) area 4,10x 3' v3,white matter - all cells,cerebellar granule cell,191
Homo sapiens,Brodmann (1909) area 4,10x 3' v3,white matter - all cells,committed oligodendrocyte precursor,66
Homo sapiens,Brodmann (1909) area 4,10x 3' v3,white matter - all cells,endothelial cell of artery,252
Homo sapiens,Brodmann (1909) area 4,10x 3' v3,white matter - all cells,glutamatergic neuron,1426
Homo sapiens,Brodmann (1909) area 4,10x 3' v3,white matter - all cells,leukocyte,30
Homo sapiens,Brodmann (1909) area 4,10x 3' v3,white matter - all cells,microglial cell,545
Homo sapiens,Brodmann (1909) area 4,10x 3' v3,white matter - all cells,mural cell,482
Homo sapiens,Brodmann (1909) area 4,10x 3' v3,white matter - all cells,neuron,25
Homo sapiens,Brodmann (1909) area 4,10x 3' v3,white matter - all cells,oligodendrocyte,3957
Homo sapiens,Brodmann (1909) area 4,10x 3' v3,white matter - all cells,oligodendrocyte precursor cell,855
Homo sapiens,Brodmann (1909) area 4,10x 3' v3,white matter - all cells,vascular associated smooth muscle cell,67
Homo sapiens,Brodmann (1909) area 4,10x 3' v3,white matter - astrocytes,astrocyte,785
Homo sapiens,Brodmann (1909) area 4,10x 3' v3,white matter - astrocytes,ependymal cell,11
Homo sapiens,Brodmann (1909) area 4,10x 3' v3,white matter - microglia,central nervous system macrophage,5
Homo sapiens,Brodmann (1909) area 4,10x 3' v3,white matter - microglia,microglial cell,545
Homo sapiens,Brodmann (1909) area 4,10x 3' v3,white matter - neurons,GABAergic neuron,701
Homo sapiens,Brodmann (1909) area 4,10x 3' v3,white matter - neurons,cerebellar granule cell,191
Homo sapiens,Brodmann (1909) area 4,10x 3' v3,white matter - neurons,glutamatergic neuron,1426
Homo sapiens,Brodmann (1909) area 4,10x 3' v3,white matter - neurons,neuron,25
Homo sapiens,Brodmann (1909) area 4,10x 3' v3,white matter - oligodendroglia,committed oligodendrocyte precursor,66
Homo sapiens,Brodmann (1909) area 4,10x 3' v3,white matter - oligodendroglia,oligodendrocyte,3957
Homo sapiens,Brodmann (1909) area 4,10x 3' v3,white matter - oligodendroglia,oligodendrocyte precursor cell,855
Homo sapiens,Brodmann (1909) area 4,10x 3' v3,white matter - vascular cells,capillary endothelial cell,517
Homo sapiens,Brodmann (1909) area 4,10x 3' v3,white matter - vascular cells,endothelial cell of artery,252
Homo sapiens,Brodmann (1909) area 4,10x 3' v3,white matter - vascular cells,mural cell,482
Homo sapiens,Brodmann (1909) area 4,10x 3' v3,white matter - vascular cells,vascular associated smooth muscle cell,67
Homo sapiens,Brodmann (1909) area 46,mCT-seq,snmCT-seq of human dorsolateral prefrontal cortex (Brodmann area 46),L2/3 intratelencephalic projecting glutamatergic neuron,10664
Homo sapiens,Brodmann (1909) area 46,mCT-seq,snmCT-seq of human dorsolateral prefrontal cortex (Brodmann area 46),L3 intratelencephalic projecting glutamatergic neuron,912
Homo sapiens,Brodmann (1909) area 46,mCT-seq,snmCT-seq of human dorsolateral prefrontal cortex (Brodmann area 46),L4/5 intratelencephalic projecting glutamatergic neuron,7153
Homo sapiens,Brodmann (1909) area 46,mCT-seq,snmCT-seq of human dorsolateral prefrontal cortex (Brodmann area 46),L5 extratelencephalic projecting glutamatergic cortical neuron,63
Homo sapiens,Brodmann (1909) area 46,mCT-seq,snmCT-seq of human dorsolateral prefrontal cortex (Brodmann area 46),L6 corticothalamic-projecting glutamatergic cortical neuron,941
Homo sapiens,Brodmann (1909) area 46,mCT-seq,snmCT-seq of human dorsolateral prefrontal cortex (Brodmann area 46),L6 intratelencephalic projecting glutamatergic neuron,1985
Homo sapiens,Brodmann (1909) area 46,mCT-seq,snmCT-seq of human dorsolateral prefrontal cortex (Brodmann area 46),L6b glutamatergic cortical neuron,832
Homo sapiens,Brodmann (1909) area 46,mCT-seq,snmCT-seq of human dorsolateral prefrontal cortex (Brodmann area 46),VIP GABAergic cortical interneuron,3899
Homo sapiens,Brodmann (1909) area 46,mCT-seq,snmCT-seq of human dorsolateral prefrontal cortex (Brodmann area 46),astrocyte,678
Homo sapiens,Brodmann (1909) area 46,mCT-seq,snmCT-seq of human dorsolateral prefrontal cortex (Brodmann area 46),lamp5 GABAergic cortical interneuron,2138
Homo sapiens,Brodmann (1909) area 46,mCT-seq,snmCT-seq of human dorsolateral prefrontal cortex (Brodmann area 46),microglial cell,189
Homo sapiens,Brodmann (1909) area 46,mCT-seq,snmCT-seq of human dorsolateral prefrontal cortex (Brodmann area 46),near-projecting glutamatergic cortical neuron,697
Homo sapiens,Brodmann (1909) area 46,mCT-seq,snmCT-seq of human dorsolateral prefrontal cortex (Brodmann area 46),oligodendrocyte,780
Homo sapiens,Brodmann (1909) area 46,mCT-seq,snmCT-seq of human dorsolateral prefrontal cortex (Brodmann area 46),pvalb GABAergic cortical interneuron,2534
Homo sapiens,Brodmann (1909) area 46,mCT-seq,snmCT-seq of human dorsolateral prefrontal cortex (Brodmann area 46),sst GABAergic cortical interneuron,3656
Homo sapiens,Brodmann (1909) area 7,10x 3' v3,Excitatory,glutamatergic neuron,36160
Homo sapiens,Brodmann (1909) area 7,10x 3' v3,Inhibitory,GABAergic neuron,10360
Homo sapiens,Brodmann (1909) area 7,10x 3' v3,all cells,GABAergic neuron,10360
Homo sapiens,Brodmann (1909) area 7,10x 3' v3,all cells,astrocyte,1315
Homo sapiens,Brodmann (1909) area 7,10x 3' v3,all cells,blood vessel endothelial cell,11
Homo sapiens,Brodmann (1909) area 7,10x 3' v3,all cells,glutamatergic neuron,36160
Homo sapiens,Brodmann (1909) area 7,10x 3' v3,all cells,microglial cell,654
Homo sapiens,Brodmann (1909) area 7,10x 3' v3,all cells,oligodendrocyte,4768
Homo sapiens,Brodmann (1909) area 7,10x 3' v3,all cells,oligodendrocyte precursor cell,786
Homo sapiens,Brodmann (1909) area 7,Drop-seq,Excitatory,glutamatergic neuron,13110
Homo sapiens,Brodmann (1909) area 7,Drop-seq,Inhibitory,GABAergic neuron,2991
Homo sapiens,Brodmann (1909) area 7,Drop-seq,all cells,GABAergic neuron,2991
Homo sapiens,Brodmann (1909) area 7,Drop-seq,all cells,astrocyte,680
Homo sapiens,Brodmann (1909) area 7,Drop-seq,all cells,blood vessel endothelial cell,4
Homo sapiens,Brodmann (1909) area 7,Drop-seq,all cells,glutamatergic neuron,13110
Homo sapiens,Brodmann (1909) area 7,Drop-seq,all cells,microglial cell,159
Homo sapiens,Brodmann (1909) area 7,Drop-seq,all cells,oligodendrocyte,911
Homo sapiens,Brodmann (1909) area 7,Drop-seq,all cells,oligodendrocyte precursor cell,179
Homo sapiens,Brodmann (1909) area 9,10x 3' v2,Excitatory,glutamatergic neuron,38178
Homo sapiens,Brodmann (1909) area 9,10x 3' v2,Inhibitory,GABAergic neuron,12231
Homo sapiens,Brodmann (1909) area 9,10x 3' v2,all cells,GABAergic neuron,12231
Homo sapiens,Brodmann (1909) area 9,10x 3' v2,all cells,astrocyte,2417
Homo sapiens,Brodmann (1909) area 9,10x 3' v2,all cells,blood vessel endothelial cell,28
Homo sapiens,Brodmann (1909) area 9,10x 3' v2,all cells,glutamatergic neuron,38178
Homo sapiens,Brodmann (1909) area 9,10x 3' v2,all cells,microglial cell,773
Homo sapiens,Brodmann (1909) area 9,10x 3' v2,all cells,oligodendrocyte,6919
