organism,tissue_general,tissue,assay,dataset_id,collection_id,dataset_title,collection_doi,cell_type,count
Callithrix jacchus,brain,Brodmann (1909) area 23,10x 3' v3,0a101f64-84bb-48ba-a7bf-2d50447c32df,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.ENDOTHELIA.nocbm,10.1126/sciadv.adk3986,endothelial cell,712
Callithrix jacchus,brain,Brodmann (1909) area 25,10x 3' v3,0a101f64-84bb-48ba-a7bf-2d50447c32df,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.ENDOTHELIA.nocbm,10.1126/sciadv.adk3986,endothelial cell,309
Callithrix jacchus,brain,amygdala,10x 3' v3,0a101f64-84bb-48ba-a7bf-2d50447c32df,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.ENDOTHELIA.nocbm,10.1126/sciadv.adk3986,endothelial cell,70
Callithrix jacchus,brain,anterior hypothalamic region,10x 3' v3,0a101f64-84bb-48ba-a7bf-2d50447c32df,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.ENDOTHELIA.nocbm,10.1126/sciadv.adk3986,endothelial cell,583
Callithrix jacchus,brain,basal forebrain,10x 3' v3,0a101f64-84bb-48ba-a7bf-2d50447c32df,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.ENDOTHELIA.nocbm,10.1126/sciadv.adk3986,endothelial cell,362
Callithrix jacchus,brain,brainstem,10x 3' v3,0a101f64-84bb-48ba-a7bf-2d50447c32df,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.ENDOTHELIA.nocbm,10.1126/sciadv.adk3986,endothelial cell,333
Callithrix jacchus,brain,caudate nucleus,10x 3' v3,0a101f64-84bb-48ba-a7bf-2d50447c32df,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.ENDOTHELIA.nocbm,10.1126/sciadv.adk3986,endothelial cell,1372
Callithrix jacchus,brain,central amygdaloid nucleus,10x 3' v3,0a101f64-84bb-48ba-a7bf-2d50447c32df,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.ENDOTHELIA.nocbm,10.1126/sciadv.adk3986,endothelial cell,112
Callithrix jacchus,brain,dorsal thalamus,10x 3' v3,0a101f64-84bb-48ba-a7bf-2d50447c32df,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.ENDOTHELIA.nocbm,10.1126/sciadv.adk3986,endothelial cell,2077
Callithrix jacchus,brain,dorsolateral prefrontal cortex,10x 3' v3,0a101f64-84bb-48ba-a7bf-2d50447c32df,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.ENDOTHELIA.nocbm,10.1126/sciadv.adk3986,endothelial cell,3084
Callithrix jacchus,brain,hippocampal formation,10x 3' v3,0a101f64-84bb-48ba-a7bf-2d50447c32df,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.ENDOTHELIA.nocbm,10.1126/sciadv.adk3986,endothelial cell,593
Callithrix jacchus,brain,lateral amygdaloid nucleus,10x 3' v3,0a101f64-84bb-48ba-a7bf-2d50447c32df,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.ENDOTHELIA.nocbm,10.1126/sciadv.adk3986,endothelial cell,5
Callithrix jacchus,brain,lateral geniculate body,10x 3' v3,0a101f64-84bb-48ba-a7bf-2d50447c32df,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.ENDOTHELIA.nocbm,10.1126/sciadv.adk3986,endothelial cell,1368
Callithrix jacchus,brain,lateral nuclear group of thalamus,10x 3' v3,0a101f64-84bb-48ba-a7bf-2d50447c32df,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.ENDOTHELIA.nocbm,10.1126/sciadv.adk3986,endothelial cell,1037
Callithrix jacchus,brain,medial amygdaloid nucleus,10x 3' v3,0a101f64-84bb-48ba-a7bf-2d50447c32df,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.ENDOTHELIA.nocbm,10.1126/sciadv.adk3986,endothelial cell,12
Callithrix jacchus,brain,medial dorsal nucleus of thalamus,10x 3' v3,0a101f64-84bb-48ba-a7bf-2d50447c32df,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.ENDOTHELIA.nocbm,10.1126/sciadv.adk3986,endothelial cell,982
Callithrix jacchus,brain,nucleus accumbens,10x 3' v3,0a101f64-84bb-48ba-a7bf-2d50447c32df,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.ENDOTHELIA.nocbm,10.1126/sciadv.adk3986,endothelial cell,470
Callithrix jacchus,brain,parietal cortex,10x 3' v3,0a101f64-84bb-48ba-a7bf-2d50447c32df,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.ENDOTHELIA.nocbm,10.1126/sciadv.adk3986,endothelial cell,2862
Callithrix jacchus,brain,posterior hypothalamic region,10x 3' v3,0a101f64-84bb-48ba-a7bf-2d50447c32df,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.ENDOTHELIA.nocbm,10.1126/sciadv.adk3986,endothelial cell,416
Callithrix jacchus,brain,prefrontal cortex,10x 3' v3,0a101f64-84bb-48ba-a7bf-2d50447c32df,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.ENDOTHELIA.nocbm,10.1126/sciadv.adk3986,endothelial cell,6303
Callithrix jacchus,brain,primary auditory cortex,10x 3' v3,0a101f64-84bb-48ba-a7bf-2d50447c32df,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.ENDOTHELIA.nocbm,10.1126/sciadv.adk3986,endothelial cell,2169
Callithrix jacchus,brain,primary motor cortex,10x 3' v3,0a101f64-84bb-48ba-a7bf-2d50447c32df,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.ENDOTHELIA.nocbm,10.1126/sciadv.adk3986,endothelial cell,3129
Callithrix jacchus,brain,primary somatosensory cortex,10x 3' v3,0a101f64-84bb-48ba-a7bf-2d50447c32df,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.ENDOTHELIA.nocbm,10.1126/sciadv.adk3986,endothelial cell,1961
Callithrix jacchus,brain,primary visual cortex,10x 3' v3,0a101f64-84bb-48ba-a7bf-2d50447c32df,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.ENDOTHELIA.nocbm,10.1126/sciadv.adk3986,endothelial cell,1299
Callithrix jacchus,brain,putamen,10x 3' v3,0a101f64-84bb-48ba-a7bf-2d50447c32df,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.ENDOTHELIA.nocbm,10.1126/sciadv.adk3986,endothelial cell,640
Callithrix jacchus,brain,secondary visual cortex,10x 3' v3,0a101f64-84bb-48ba-a7bf-2d50447c32df,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.ENDOTHELIA.nocbm,10.1126/sciadv.adk3986,endothelial cell,1395
Callithrix jacchus,brain,temporal cortex,10x 3' v3,0a101f64-84bb-48ba-a7bf-2d50447c32df,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.ENDOTHELIA.nocbm,10.1126/sciadv.adk3986,endothelial cell,252
Callithrix jacchus,brain,temporal lobe,10x 3' v3,0a101f64-84bb-48ba-a7bf-2d50447c32df,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.ENDOTHELIA.nocbm,10.1126/sciadv.adk3986,endothelial cell,1428
Callithrix jacchus,brain,thalamic complex,10x 3' v3,0a101f64-84bb-48ba-a7bf-2d50447c32df,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.ENDOTHELIA.nocbm,10.1126/sciadv.adk3986,endothelial cell,649
Callithrix jacchus,brain,ventral lateral nucleus of thalamus,10x 3' v3,0a101f64-84bb-48ba-a7bf-2d50447c32df,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.ENDOTHELIA.nocbm,10.1126/sciadv.adk3986,endothelial cell,544
Callithrix jacchus,brain,ventral thalamus,10x 3' v3,0a101f64-84bb-48ba-a7bf-2d50447c32df,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.ENDOTHELIA.nocbm,10.1126/sciadv.adk3986,endothelial cell,836
Callithrix jacchus,brain,dorsal thalamus,10x 3' v3,0a362585-541a-4227-9e46-c43e03ca4b57,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,thalamus.NEURONS,10.1126/sciadv.adk3986,neuron,23371
Callithrix jacchus,brain,lateral geniculate body,10x 3' v3,0a362585-541a-4227-9e46-c43e03ca4b57,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,thalamus.NEURONS,10.1126/sciadv.adk3986,neuron,5270
Callithrix jacchus,brain,lateral nuclear group of thalamus,10x 3' v3,0a362585-541a-4227-9e46-c43e03ca4b57,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,thalamus.NEURONS,10.1126/sciadv.adk3986,neuron,15785
Callithrix jacchus,brain,medial dorsal nucleus of thalamus,10x 3' v3,0a362585-541a-4227-9e46-c43e03ca4b57,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,thalamus.NEURONS,10.1126/sciadv.adk3986,neuron,15699
Callithrix jacchus,brain,thalamic complex,10x 3' v3,0a362585-541a-4227-9e46-c43e03ca4b57,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,thalamus.NEURONS,10.1126/sciadv.adk3986,neuron,5912
Callithrix jacchus,brain,ventral lateral nucleus of thalamus,10x 3' v3,0a362585-541a-4227-9e46-c43e03ca4b57,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,thalamus.NEURONS,10.1126/sciadv.adk3986,neuron,3673
Callithrix jacchus,brain,ventral thalamus,10x 3' v3,0a362585-541a-4227-9e46-c43e03ca4b57,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,thalamus.NEURONS,10.1126/sciadv.adk3986,neuron,3699
Callithrix jacchus,brain,amygdala,10x 3' v3,0ac1f64e-60d0-4b0c-9db2-7d23e7eea57e,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,amygdala.GLUT,10.1126/sciadv.adk3986,glutamatergic neuron,21478
Callithrix jacchus,brain,lateral amygdaloid nucleus,10x 3' v3,0ac1f64e-60d0-4b0c-9db2-7d23e7eea57e,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,amygdala.GLUT,10.1126/sciadv.adk3986,glutamatergic neuron,1963
Callithrix jacchus,brain,medial amygdaloid nucleus,10x 3' v3,0ac1f64e-60d0-4b0c-9db2-7d23e7eea57e,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,amygdala.GLUT,10.1126/sciadv.adk3986,glutamatergic neuron,2201
Callithrix jacchus,brain,hippocampal formation,10x 3' v3,19c78a83-561e-4a3f-bc9a-dab8ca018520,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,hippocampus.GAD,10.1126/sciadv.adk3986,GABAergic neuron,3526
Callithrix jacchus,brain,Brodmann (1909) area 23,10x 3' v3,2080962c-c016-4934-ab5d-df3776d0e2eb,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.OLIGO_OPC.comp,10.1126/sciadv.adk3986,oligodendrocyte,3558
Callithrix jacchus,brain,Brodmann (1909) area 25,10x 3' v3,2080962c-c016-4934-ab5d-df3776d0e2eb,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.OLIGO_OPC.comp,10.1126/sciadv.adk3986,oligodendrocyte,4315
Callithrix jacchus,brain,amygdala,10x 3' v3,2080962c-c016-4934-ab5d-df3776d0e2eb,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.OLIGO_OPC.comp,10.1126/sciadv.adk3986,oligodendrocyte,8056
Callithrix jacchus,brain,anterior hypothalamic region,10x 3' v3,2080962c-c016-4934-ab5d-df3776d0e2eb,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.OLIGO_OPC.comp,10.1126/sciadv.adk3986,oligodendrocyte,11691
Callithrix jacchus,brain,basal forebrain,10x 3' v3,2080962c-c016-4934-ab5d-df3776d0e2eb,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.OLIGO_OPC.comp,10.1126/sciadv.adk3986,oligodendrocyte,9040
Callithrix jacchus,brain,brainstem,10x 3' v3,2080962c-c016-4934-ab5d-df3776d0e2eb,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.OLIGO_OPC.comp,10.1126/sciadv.adk3986,oligodendrocyte,30443
Callithrix jacchus,brain,caudate nucleus,10x 3' v3,2080962c-c016-4934-ab5d-df3776d0e2eb,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.OLIGO_OPC.comp,10.1126/sciadv.adk3986,oligodendrocyte,12467
Callithrix jacchus,brain,central amygdaloid nucleus,10x 3' v3,2080962c-c016-4934-ab5d-df3776d0e2eb,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.OLIGO_OPC.comp,10.1126/sciadv.adk3986,oligodendrocyte,5001
Callithrix jacchus,brain,cerebellum lobule,10x 3' v3,2080962c-c016-4934-ab5d-df3776d0e2eb,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.OLIGO_OPC.comp,10.1126/sciadv.adk3986,oligodendrocyte,6938
Callithrix jacchus,brain,dorsal thalamus,10x 3' v3,2080962c-c016-4934-ab5d-df3776d0e2eb,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.OLIGO_OPC.comp,10.1126/sciadv.adk3986,oligodendrocyte,13173
Callithrix jacchus,brain,dorsolateral prefrontal cortex,10x 3' v3,2080962c-c016-4934-ab5d-df3776d0e2eb,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.OLIGO_OPC.comp,10.1126/sciadv.adk3986,oligodendrocyte,9560
Callithrix jacchus,brain,hippocampal formation,10x 3' v3,2080962c-c016-4934-ab5d-df3776d0e2eb,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.OLIGO_OPC.comp,10.1126/sciadv.adk3986,oligodendrocyte,6871
Callithrix jacchus,brain,lateral amygdaloid nucleus,10x 3' v3,2080962c-c016-4934-ab5d-df3776d0e2eb,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.OLIGO_OPC.comp,10.1126/sciadv.adk3986,oligodendrocyte,1233
Callithrix jacchus,brain,lateral geniculate body,10x 3' v3,2080962c-c016-4934-ab5d-df3776d0e2eb,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.OLIGO_OPC.comp,10.1126/sciadv.adk3986,oligodendrocyte,4814
Callithrix jacchus,brain,lateral nuclear group of thalamus,10x 3' v3,2080962c-c016-4934-ab5d-df3776d0e2eb,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.OLIGO_OPC.comp,10.1126/sciadv.adk3986,oligodendrocyte,21328
Callithrix jacchus,brain,medial amygdaloid nucleus,10x 3' v3,2080962c-c016-4934-ab5d-df3776d0e2eb,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.OLIGO_OPC.comp,10.1126/sciadv.adk3986,oligodendrocyte,1163
Callithrix jacchus,brain,medial dorsal nucleus of thalamus,10x 3' v3,2080962c-c016-4934-ab5d-df3776d0e2eb,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.OLIGO_OPC.comp,10.1126/sciadv.adk3986,oligodendrocyte,10439
Callithrix jacchus,brain,nucleus accumbens,10x 3' v3,2080962c-c016-4934-ab5d-df3776d0e2eb,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.OLIGO_OPC.comp,10.1126/sciadv.adk3986,oligodendrocyte,4729
Callithrix jacchus,brain,parietal cortex,10x 3' v3,2080962c-c016-4934-ab5d-df3776d0e2eb,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.OLIGO_OPC.comp,10.1126/sciadv.adk3986,oligodendrocyte,6241
Callithrix jacchus,brain,posterior hypothalamic region,10x 3' v3,2080962c-c016-4934-ab5d-df3776d0e2eb,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.OLIGO_OPC.comp,10.1126/sciadv.adk3986,oligodendrocyte,11259
Callithrix jacchus,brain,prefrontal cortex,10x 3' v3,2080962c-c016-4934-ab5d-df3776d0e2eb,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.OLIGO_OPC.comp,10.1126/sciadv.adk3986,oligodendrocyte,18006
Callithrix jacchus,brain,primary auditory cortex,10x 3' v3,2080962c-c016-4934-ab5d-df3776d0e2eb,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.OLIGO_OPC.comp,10.1126/sciadv.adk3986,oligodendrocyte,5823
Callithrix jacchus,brain,primary motor cortex,10x 3' v3,2080962c-c016-4934-ab5d-df3776d0e2eb,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.OLIGO_OPC.comp,10.1126/sciadv.adk3986,oligodendrocyte,10460
Callithrix jacchus,brain,primary somatosensory cortex,10x 3' v3,2080962c-c016-4934-ab5d-df3776d0e2eb,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.OLIGO_OPC.comp,10.1126/sciadv.adk3986,oligodendrocyte,8038
Callithrix jacchus,brain,primary visual cortex,10x 3' v3,2080962c-c016-4934-ab5d-df3776d0e2eb,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.OLIGO_OPC.comp,10.1126/sciadv.adk3986,oligodendrocyte,3843
Callithrix jacchus,brain,putamen,10x 3' v3,2080962c-c016-4934-ab5d-df3776d0e2eb,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.OLIGO_OPC.comp,10.1126/sciadv.adk3986,oligodendrocyte,7787
Callithrix jacchus,brain,secondary visual cortex,10x 3' v3,2080962c-c016-4934-ab5d-df3776d0e2eb,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.OLIGO_OPC.comp,10.1126/sciadv.adk3986,oligodendrocyte,3216
Callithrix jacchus,brain,temporal cortex,10x 3' v3,2080962c-c016-4934-ab5d-df3776d0e2eb,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.OLIGO_OPC.comp,10.1126/sciadv.adk3986,oligodendrocyte,1271
Callithrix jacchus,brain,temporal lobe,10x 3' v3,2080962c-c016-4934-ab5d-df3776d0e2eb,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.OLIGO_OPC.comp,10.1126/sciadv.adk3986,oligodendrocyte,4946
Callithrix jacchus,brain,thalamic complex,10x 3' v3,2080962c-c016-4934-ab5d-df3776d0e2eb,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.OLIGO_OPC.comp,10.1126/sciadv.adk3986,oligodendrocyte,4772
Callithrix jacchus,brain,ventral lateral nucleus of thalamus,10x 3' v3,2080962c-c016-4934-ab5d-df3776d0e2eb,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.OLIGO_OPC.comp,10.1126/sciadv.adk3986,oligodendrocyte,6385
Callithrix jacchus,brain,ventral thalamus,10x 3' v3,2080962c-c016-4934-ab5d-df3776d0e2eb,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,all.OLIGO_OPC.comp,10.1126/sciadv.adk3986,oligodendrocyte,3901
Callithrix jacchus,brain,Brodmann (1909) area 25,10x 3' v3,21064c09-d425-4e98-b1d2-11e0db474eb0,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,pfc.a25.GAD,10.1126/sciadv.adk3986,GABAergic neuron,19930
Callithrix jacchus,brain,dorsolateral prefrontal cortex,10x 3' v3,21064c09-d425-4e98-b1d2-11e0db474eb0,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,pfc.a25.GAD,10.1126/sciadv.adk3986,GABAergic neuron,20105
Callithrix jacchus,brain,prefrontal cortex,10x 3' v3,21064c09-d425-4e98-b1d2-11e0db474eb0,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,pfc.a25.GAD,10.1126/sciadv.adk3986,GABAergic neuron,47199
Callithrix jacchus,brain,Brodmann (1909) area 23,10x 3' v3,22c5f395-17c2-40f5-972d-d4ff5e69f9be,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,cortex.GLUT.all,10.1126/sciadv.adk3986,glutamatergic neuron,21148
Callithrix jacchus,brain,Brodmann (1909) area 25,10x 3' v3,22c5f395-17c2-40f5-972d-d4ff5e69f9be,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,cortex.GLUT.all,10.1126/sciadv.adk3986,glutamatergic neuron,31538
Callithrix jacchus,brain,dorsolateral prefrontal cortex,10x 3' v3,22c5f395-17c2-40f5-972d-d4ff5e69f9be,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,cortex.GLUT.all,10.1126/sciadv.adk3986,glutamatergic neuron,59346
Callithrix jacchus,brain,parietal cortex,10x 3' v3,22c5f395-17c2-40f5-972d-d4ff5e69f9be,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,cortex.GLUT.all,10.1126/sciadv.adk3986,glutamatergic neuron,25291
Callithrix jacchus,brain,prefrontal cortex,10x 3' v3,22c5f395-17c2-40f5-972d-d4ff5e69f9be,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,cortex.GLUT.all,10.1126/sciadv.adk3986,glutamatergic neuron,121494
Callithrix jacchus,brain,primary auditory cortex,10x 3' v3,22c5f395-17c2-40f5-972d-d4ff5e69f9be,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,cortex.GLUT.all,10.1126/sciadv.adk3986,glutamatergic neuron,41007
Callithrix jacchus,brain,primary motor cortex,10x 3' v3,22c5f395-17c2-40f5-972d-d4ff5e69f9be,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,cortex.GLUT.all,10.1126/sciadv.adk3986,glutamatergic neuron,46837
Callithrix jacchus,brain,primary somatosensory cortex,10x 3' v3,22c5f395-17c2-40f5-972d-d4ff5e69f9be,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,cortex.GLUT.all,10.1126/sciadv.adk3986,glutamatergic neuron,32265
Callithrix jacchus,brain,primary visual cortex,10x 3' v3,22c5f395-17c2-40f5-972d-d4ff5e69f9be,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,cortex.GLUT.all,10.1126/sciadv.adk3986,glutamatergic neuron,27419
Callithrix jacchus,brain,secondary visual cortex,10x 3' v3,22c5f395-17c2-40f5-972d-d4ff5e69f9be,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,cortex.GLUT.all,10.1126/sciadv.adk3986,glutamatergic neuron,25182
Callithrix jacchus,brain,temporal cortex,10x 3' v3,22c5f395-17c2-40f5-972d-d4ff5e69f9be,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,cortex.GLUT.all,10.1126/sciadv.adk3986,glutamatergic neuron,10727
Callithrix jacchus,brain,temporal lobe,10x 3' v3,22c5f395-17c2-40f5-972d-d4ff5e69f9be,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,cortex.GLUT.all,10.1126/sciadv.adk3986,glutamatergic neuron,37849
Callithrix jacchus,brain,caudate nucleus,10x 3' v3,31b985c0-db79-49db-aad0-376f38e5386d,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,striatum.GAD,10.1126/sciadv.adk3986,GABAergic interneuron,1882
Callithrix jacchus,brain,nucleus accumbens,10x 3' v3,31b985c0-db79-49db-aad0-376f38e5386d,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,striatum.GAD,10.1126/sciadv.adk3986,GABAergic interneuron,3066
Callithrix jacchus,brain,putamen,10x 3' v3,31b985c0-db79-49db-aad0-376f38e5386d,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,striatum.GAD,10.1126/sciadv.adk3986,GABAergic interneuron,959
Callithrix jacchus,brain,brainstem,10x 3' v3,428dbc01-99ad-4b7a-a1a8-0c5f6cdd57cb,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,brainstem.all,10.1126/sciadv.adk3986,unknown,69605
Callithrix jacchus,brain,caudate nucleus,10x 3' v3,44f66b22-fc58-4a58-a4ac-18f49012960f,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,striatum.SPN,10.1126/sciadv.adk3986,medium spiny neuron,18342
Callithrix jacchus,brain,nucleus accumbens,10x 3' v3,44f66b22-fc58-4a58-a4ac-18f49012960f,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,striatum.SPN,10.1126/sciadv.adk3986,medium spiny neuron,21898
Callithrix jacchus,brain,putamen,10x 3' v3,44f66b22-fc58-4a58-a4ac-18f49012960f,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,striatum.SPN,10.1126/sciadv.adk3986,medium spiny neuron,17856
Callithrix jacchus,brain,basal forebrain,10x 3' v3,5936d5c6-faba-46e8-93eb-c5d67d534612,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,bf.NEURONS,10.1126/sciadv.adk3986,neuron,10857
Callithrix jacchus,brain,central amygdaloid nucleus,10x 3' v3,5936d5c6-faba-46e8-93eb-c5d67d534612,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,bf.NEURONS,10.1126/sciadv.adk3986,neuron,6099
Callithrix jacchus,brain,primary motor cortex,10x 3' v3,63d02cfd-0580-415d-8b34-ff4839af89e3,367d95c0-0eb0-4dae-8276-9407239421ee,Evolution of cellular diversity in primary motor cortex of marmoset - excitatory neurons,10.1038/s41586-021-03465-8,glutamatergic neuron,8166
Callithrix jacchus,brain,Brodmann (1909) area 23,10x 3' v3,70c66673-9c21-44b9-a6ec-e09371c819ac,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,cortex.OLIGO,10.1126/sciadv.adk3986,oligodendrocyte,3875
Callithrix jacchus,brain,dorsolateral prefrontal cortex,10x 3' v3,70c66673-9c21-44b9-a6ec-e09371c819ac,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,cortex.OLIGO,10.1126/sciadv.adk3986,oligodendrocyte,5559
Callithrix jacchus,brain,parietal cortex,10x 3' v3,70c66673-9c21-44b9-a6ec-e09371c819ac,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,cortex.OLIGO,10.1126/sciadv.adk3986,oligodendrocyte,6475
Callithrix jacchus,brain,prefrontal cortex,10x 3' v3,70c66673-9c21-44b9-a6ec-e09371c819ac,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,cortex.OLIGO,10.1126/sciadv.adk3986,oligodendrocyte,20664
Callithrix jacchus,brain,primary auditory cortex,10x 3' v3,70c66673-9c21-44b9-a6ec-e09371c819ac,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,cortex.OLIGO,10.1126/sciadv.adk3986,oligodendrocyte,5990
Callithrix jacchus,brain,primary motor cortex,10x 3' v3,70c66673-9c21-44b9-a6ec-e09371c819ac,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,cortex.OLIGO,10.1126/sciadv.adk3986,oligodendrocyte,11042
Callithrix jacchus,brain,primary somatosensory cortex,10x 3' v3,70c66673-9c21-44b9-a6ec-e09371c819ac,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,cortex.OLIGO,10.1126/sciadv.adk3986,oligodendrocyte,8122
Callithrix jacchus,brain,primary visual cortex,10x 3' v3,70c66673-9c21-44b9-a6ec-e09371c819ac,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,cortex.OLIGO,10.1126/sciadv.adk3986,oligodendrocyte,4083
Callithrix jacchus,brain,secondary visual cortex,10x 3' v3,70c66673-9c21-44b9-a6ec-e09371c819ac,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,cortex.OLIGO,10.1126/sciadv.adk3986,oligodendrocyte,3441
Callithrix jacchus,brain,temporal cortex,10x 3' v3,70c66673-9c21-44b9-a6ec-e09371c819ac,0fd39ad7-5d2d-41c2-bda0-c55bde614bdb,cortex.OLIGO,10.1126/sciadv.adk3986,oligodendrocyte,1370
