organism,tissue_general,tissue,assay,dataset_id,collection_id,dataset_title,collection_doi,cell_type,count
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,germ cell,14
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,glial cell,328
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,group 2 innate lymphoid cell,1
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,immature B cell,41
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,inflammatory macrophage,1
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,inhibitory motor neuron,319
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,interneuron,4
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,interstitial cell of Cajal,10
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,intestine goblet cell,48
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,macrophage,236
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,mast cell,22
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,mature NK T cell,1
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,megakaryocyte,8
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,mesenchymal lymphangioblast,63
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,mesodermal cell,17821
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,mesothelial cell,474
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,migratory enteric neural crest cell,849
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,monocyte,69
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,motor neuron,233
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,myofibroblast cell,146
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,natural killer cell,34
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,neuroblast (sensu Vertebrata),398
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,neutrophil,24
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,oligodendrocyte precursor cell,852
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,pericyte,799
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,plasmacytoid dendritic cell,13
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,precursor B cell,35
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,primary sensory neuron (sensu Teleostei),210
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,pro-B cell,70
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,progenitor cell,3114
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,progenitor cell of endocrine pancreas,9
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,regulatory T cell,5
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,stem cell,91
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,stromal cell,4819
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,transit amplifying cell,799
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,type D enteroendocrine cell,1
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,type EC enteroendocrine cell,279
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,type I enteroendocrine cell,1
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,type L enteroendocrine cell,5
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,unknown,4
Homo sapiens,colon,colon,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,vein endothelial cell,161
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,"CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human",60
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,"CD4-positive, alpha-beta T cell",43
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,"CD8-positive, alpha-beta T cell",26
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,GIP cell,15
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,M cell of gut,98
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,"NKp44-negative group 3 innate lymphoid cell, human",107
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,"NKp44-positive group 3 innate lymphoid cell, human",50
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,T cell,58
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,capillary endothelial cell,789
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,colon epithelial cell,23
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,colonocyte,5086
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,common lymphoid progenitor,24
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,conventional dendritic cell,252
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,endothelial cell of artery,6
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,endothelial cell of lymphatic vessel,155
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,enteric smooth muscle cell,4826
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,enteroendocrine cell,168
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,epithelial cell,97
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,erythrocyte,210
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,glial cell,476
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,group 2 innate lymphoid cell,5
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,immature B cell,20
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,inhibitory motor neuron,391
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,interneuron,16
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,interstitial cell of Cajal,367
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,intestinal tuft cell,3
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,intestine goblet cell,412
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,macrophage,253
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,mast cell,45
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,mature NK T cell,6
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,megakaryocyte,16
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,mesenchymal lymphangioblast,10
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,mesodermal cell,9347
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,mesothelial cell,209
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,migratory enteric neural crest cell,791
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,monocyte,98
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,motor neuron,658
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,myofibroblast cell,436
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,natural killer cell,115
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,neuroblast (sensu Vertebrata),502
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,neutrophil,33
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,oligodendrocyte precursor cell,750
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,pericyte,1352
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,plasmacytoid dendritic cell,23
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,precursor B cell,52
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,primary sensory neuron (sensu Teleostei),259
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,pro-B cell,76
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,progenitor cell,4167
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,progenitor cell of endocrine pancreas,157
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,regulatory T cell,7
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,stem cell,834
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,stromal cell,8769
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,transit amplifying cell,1664
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,type B pancreatic cell,7
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,type D enteroendocrine cell,39
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,type EC enteroendocrine cell,678
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,type I enteroendocrine cell,90
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,type L enteroendocrine cell,1
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,unknown,109
Homo sapiens,small intestine,duodenum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,vein endothelial cell,226
Homo sapiens,small intestine,ileum,10x 3' v2,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Total - Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,B cell,2023
